Year Completed,Number of Purposes,Floors,Rank,Height,Name,Material,City,City ID,Country,Country ID,Longitude,Latitude,ID
1974,1,44,344,182.9100037,1166 Avenue of the Americas,steel,New York City,1641,US,163,-73.9821167,40.75683975,2214
2009,2,60,345,182.8800049,Aria Resort & Casino,concrete,Las Vegas,1610,US,163,-115.1771393,36.10778046,2194
1987,1,46,346,182.8800049,One International Place,steel,Boston,1524,US,163,-71.05200958,42.35570908,2209
2002,1,40,347,182.8800049,1500 Louisiana Street,steel,Houston,1593,US,163,-95.37129974,29.7544899,2222
1992,1,45,348,182.8600006,Heller International Tower,concrete,Chicago,1539,US,163,-87.64041901,41.88090134,2211
1982,1,44,350,182.4600067,Madison Plaza,steel,Chicago,1539,US,163,-87.63440704,41.88235855,2248
1964,1,50,352,182.2700043,Republic Center Tower II,steel,Dallas,1554,US,163,-96.79723358,32.78339005,2231
2014,1,54,353,182.25,Hawthorn Park,concrete,New York City,1641,US,163,-73.98609161,40.77196121,2005
2006,2,42,354,182.1799927,Russell Investments Center,steel,Seattle,1680,US,163,-122.3381119,47.60779953,2232
2009,2,50,355,182,Planet Hollywood Towers,concrete,Las Vegas,1610,US,163,-115.1687164,36.10897827,2237
2006,1,46,356,181.9700012,Hearst Tower,steel,New York City,1641,US,163,-73.98375702,40.76654053,2245
2015,1,57,357,181.6600037,Avalon Willoughby West,concrete,New York City,1641,US,163,-73.98497009,40.69194031,9815
2010,1,54,359,181.3000031,The Grant,concrete,Chicago,1539,US,163,-87.62201691,41.86708832,1879
1988,1,42,360,180.75,One Metropolitan Square,composite,St. Louis,1693,US,163,-90.18955231,38.62741089,2278
1973,1,45,361,180.4400024,Celanese Building,steel,New York City,1641,US,163,-73.98226166,40.75857925,2279
1964,1,55,362,179.8300018,1000 Lake Shore Plaza,concrete,Chicago,1539,US,163,-87.62451172,41.90103912,2358
2014,1,51,363,179.8300018,388 Bridge Street,concrete,New York City,1641,US,163,-73.98558807,40.69165039,3266
1984,1,46,364,179.8300018,One Financial Center,steel,Boston,1524,US,163,-71.05623627,42.35224152,2363
1936,1,37,365,179.8300018,Thurgood Marshall U.S. Court House,steel,New York City,1641,US,163,-74.00251007,40.71368027,2370
2009,1,53,366,179.4799957,The Clare at Water Tower,concrete,Chicago,1539,US,163,-87.62618256,41.8972702,2374
2008,1,54,367,179.3300018,Sky House,concrete,New York City,1641,US,163,-73.98558807,40.74507904,2381
1992,1,58,368,179.2299957,The Millenium Hilton,concrete,New York City,1641,US,163,-74.01039886,40.71118927,2379
1988,1,42,369,179.2299957,One Wells Fargo Center,steel,Charlotte,1544,US,163,-80.8446579,35.22404861,2386
1959,1,48,370,178.9199982,Time-Life Building,steel,New York City,1641,US,163,-73.98097992,40.76052856,2395
1967,1,41,371,178.9199982,Jacob K. Javits Federal Building,steel,New York City,1641,US,163,-74.00434875,40.7154007,2401
2008,1,58,373,178.6199951,Icon Brickell North Tower,concrete,Miami,1632,US,163,-80.18888855,25.76893997,2404
2008,1,58,373,178.6199951,Icon Brickell South Tower,concrete,Miami,1632,US,163,-80.188797,25.7682991,2405
2007,1,50,375,178.3099976,Ten Museum Park,concrete,Miami,1632,US,163,-80.18998718,25.78463936,2412
2002,1,53,377,177.8500061,W Times Square,concrete,New York City,1641,US,163,-73.98561096,40.75934982,2415
2013,2,49,378,177.6199951,Mid Continental Plaza,concrete,Chicago,1539,US,163,-87.6256485,41.88008881,14135
1970,2,44,379,177.6199951,Trump International Hotel & Tower,steel,New York City,1641,US,163,-73.98159027,40.76911163,2435
1932,1,44,380,177.3999939,Gulf Tower,steel,Pittsburgh,1661,US,163,-79.99514771,40.44261932,2439
1983,1,41,381,177.3999939,Crain Communications Building,concrete,Chicago,1539,US,163,-87.62489319,41.88478851,2441
1985,1,42,382,177.2400055,Campbell Mithun Tower,steel/concrete,Minneapolis,1627,US,163,-93.27002716,44.97364044,2440
2008,1,45,383,177.1000061,360 Condominiums,concrete,Austin,1510,US,163,-97.74964905,30.26729965,2654
1990,1,61,384,177.0899963,North Pier Apartments,concrete,Chicago,1539,US,163,-87.61450195,41.89080811,2442
2003,1,39,385,176.8399963,Citadel Center,steel,Chicago,1539,US,163,-87.62889099,41.87971878,2469
1971,1,42,386,176.7899933,Stevens Tower,steel,New York City,1641,US,163,-73.98238373,40.75783157,2468
2008,1,42,386,176.7899933,The Mansion on Peachtree,concrete,Atlanta,1509,US,163,-84.36656952,33.84944916,2467
1984,1,37,388,176.7899933,One AT&T Plaza,steel,Dallas,1554,US,163,-96.79872894,32.77957916,2470
1914,1,34,389,176.7899933,Municipal Building,steel,New York City,1641,US,163,-74.00366211,40.7129097,2471
1984,1,45,390,176.4799957,Ross Tower,concrete,Dallas,1554,US,163,-96.80023956,32.7844696,2472
1992,1,42,391,176.4799957,Regions Building,steel,Tampa,1702,US,163,-82.45822144,27.94551086,2474
1974,1,40,392,176.4799957,Two Houston Center,steel,Houston,1593,US,163,-95.36331177,29.75639915,2475
1985,1,42,393,176.1799927,One California Plaza,steel,Los Angeles,1611,US,163,-118.2513428,34.05226898,2478
2009,1,46,395,175.8699951,The Atlantic,concrete,Atlanta,1509,US,163,-84.39758301,33.79085922,2485
1982,1,43,396,175.8699951,520 Madison Avenue,concrete/steel,New York City,1641,US,163,-73.97438812,40.76028061,2488
1985,1,37,397,175.8699951,One World Financial Center,steel,New York City,1641,US,163,-74.01567841,40.71047974,2495
1973,1,42,398,175.5700073,Merchandise Mart,steel,New York City,1641,US,163,-73.98631287,40.74235153,2500
2010,1,50,399,175.5,The Vue,concrete,Charlotte,1544,US,163,-80.84475708,35.23102951,1551
2002,1,40,400,175.2599945,5 Times Square,steel,New York City,1641,US,163,-73.98760223,40.75590897,2541
2003,1,38,401,175.2599945,300 Madison Avenue,steel,New York City,1641,US,163,-73.98007965,40.75267029,3174
2001,1,38,401,175.2599945,Lehman Building,steel,New York City,1641,US,163,-73.98288727,40.7605896,2510
2008,1,51,404,175,Jade on the Beach,concrete,Sunny Isles Beach,1686,US,163,-80.12097168,25.93354034,2524
1931,1,49,405,175,Carew Tower,steel,Cincinnati,1550,US,163,-84.51322174,39.1007309,2528
1985,1,56,406,174.9600067,New York Marriott Marquis Hotel,steel,New York City,1641,US,163,-73.98612213,40.75862122,2517
1983,1,47,407,174.9600067,Wells Fargo Center,steel,Seattle,1680,US,163,-122.3339691,47.60514069,2530
1967,1,42,408,174.9600067,299 Park Avenue,steel,New York City,1641,US,163,-73.97428131,40.75603104,2537
2003,1,52,409,174.8099976,The Fordham,concrete,Chicago,1539,US,163,-87.62719727,41.89540863,2522
1987,1,40,410,174.6499939,190 South LaSalle,steel,Chicago,1539,US,163,-87.63278198,41.87973022,2551
1975,1,40,410,174.6499939,Chevron Tower,steel,San Francisco,1683,US,163,-122.400322,37.78956985,2552
1956,1,42,412,174.3500061,Socony Mobil Building,steel,New York City,1641,US,163,-73.97551727,40.75074005,2566
1963,1,43,413,174.0399933,1290 Avenue of the Americas,steel,New York City,1641,US,163,-73.97917938,40.76060867,2579
2005,1,39,414,173.9400024,One South Dearborn,composite,Chicago,1539,US,163,-87.62872314,41.88166046,2580
1986,2,58,416,173.7400055,Onterie Center,concrete,Chicago,1539,US,163,-87.61637115,41.89382172,2585
1983,1,49,417,173.7400055,780 3rd Avenue,concrete,New York City,1641,US,163,-73.97183228,40.75492096,2587
1984,1,45,419,173.7400055,Four Embarcadero Center,steel,San Francisco,1683,US,163,-122.3961182,37.79539108,2589
1971,1,42,420,173.7400055,600 3rd Avenue,steel,New York City,1641,US,163,-73.97585297,40.74935913,2591
1939,2,0,421,173.6999969,San Jacinto Monument,masonry,La Porte,2270,US,163,-95.08071136,29.74986076,18678
1970,1,45,422,173.4299927,One Embarcadero Center,steel,San Francisco,1683,US,163,-122.3995819,37.79455948,2595
1928,1,47,423,173.2599945,Penobscot Building,steel,Detroit,1559,US,163,-83.04750061,42.33026886,2620
1991,1,38,425,173.1300049,450 Lexington Avenue,steel,New York City,1641,US,163,-73.9753418,40.75328064,2602
1924,2,23,426,173.1300049,Chicago Temple Building,steel,Chicago,1539,US,163,-87.63070679,41.88304138,2609
1998,1,51,427,172.8200073,Paramount Tower,concrete,New York City,1641,US,163,-73.97457123,40.74795914,2612
1967,1,43,428,172.25,44 Montgomery,steel,San Francisco,1683,US,163,-122.4018936,37.78987122,2624
1929,1,37,429,172.2100067,Palmolive Building,steel,Chicago,1539,US,163,-87.62348175,41.89981079,2626
1928,1,35,430,172.2100067,230 Park Avenue,steel,New York City,1641,US,163,-73.97592163,40.75442886,2630
1976,1,42,431,172,Spear Tower,steel,San Francisco,1683,US,163,-122.394371,37.7933197,2625
2002,1,36,432,172,111 Huntington Avenue,steel,Boston,1524,US,163,-71.08162689,42.34648132,2646
2015,1,33,433,172,The Tower at PNC Plaza,composite,Pittsburgh,1661,US,163,-80.00022125,40.44028091,14069
1964,1,61,434,171.3999939,Marina City I,concrete,Chicago,1539,US,163,-87.62850189,41.88816833,2377
1964,1,61,434,171.3999939,Marina City II,concrete,Chicago,1539,US,163,-87.62915039,41.88793182,2378
1974,1,42,436,171.3000031,Kluczynski Federal Building,steel,Chicago,1539,US,163,-87.62995911,41.87845993,2982
1932,1,48,437,171,30 Broad Street,steel,New York City,1641,US,163,-74.01167297,40.70621872,2660
1981,1,40,438,171,US Bank Plaza I,concrete,Minneapolis,1627,US,163,-93.26766205,44.977211,2684
1983,1,56,439,170.6900024,Huron Plaza,concrete,Chicago,1539,US,163,-87.6265564,41.89519119,2691
1931,1,46,440,170.6900024,Nelson Tower,steel,New York City,1641,US,163,-73.99086761,40.75146866,2695
1927,1,40,441,170.6900024,Hotel Sherry-Netherland,steel,New York City,1641,US,163,-73.97270966,40.76433182,2702
1990,1,36,442,170.6900024,Boeing International Headquarters,steel,Chicago,1539,US,163,-87.63893127,41.88407135,2704
1978,1,0,444,170.6900024,Reunion Tower,concrete,Dallas,1554,US,163,-96.80896759,32.77536011,13976
2013,1,42,445,170.6799927,Museum Tower,concrete,Dallas,1554,US,163,-96.80011749,32.78945923,2700
2000,1,44,446,170.3899994,Blue Diamond Tower,concrete,Miami Beach,1622,US,163,-80.12142181,25.82324028,2708
2000,1,44,446,170.3899994,Green Diamond Tower,concrete,Miami Beach,1622,US,163,-80.12155914,25.82239914,2709
1986,1,51,448,170,South Park Tower,concrete,New York City,1641,US,163,-73.98581696,40.77011871,3517
1986,1,52,449,169.7799988,100 United Nations Plaza,concrete,New York City,1641,US,163,-73.96778107,40.75318146,2772
1962,1,39,450,169.7799988,Continental Can Building,steel,New York City,1641,US,163,-73.97471619,40.74956131,2775
1991,1,56,451,169.4700012,The Parkshore,concrete,Chicago,1539,US,163,-87.61460114,41.88565063,2782
1988,1,55,452,169.4700012,North Harbor Tower,concrete,Chicago,1539,US,163,-87.61535645,41.88544083,2783
2009,1,55,452,169.4700012,VDARA,concrete,Las Vegas,1610,US,163,-115.1783676,36.10958862,2816
1967,1,44,454,169.4700012,State of Georgia Building,steel,Atlanta,1509,US,163,-84.39054871,33.75407028,2796
1927,1,47,455,169.3000031,Leveque Tower,steel,Columbus,1545,US,163,-83.0021286,39.96237183,2802
2001,1,30,457,169.1999969,Reuters Building,steel,New York City,1641,US,163,-73.9870224,40.75669098,2809
1929,2,45,458,169.1699982,Civic Opera Building,steel,Chicago,1539,US,163,-87.63745117,41.88262177,2805
1964,1,41,459,169.1699982,330 Madison Avenue,steel,New York City,1641,US,163,-73.97950745,40.75333023,2808
1915,1,38,460,169.1600037,Equitable Building,steel,New York City,1641,US,163,-74.01049805,40.70822144,2993
2009,1,47,461,169.1399994,Paramount at Edgewater Square,concrete,Miami,1632,US,163,-80.18786621,25.79673958,3898
1884,1,0,462,169.0500031,Washington Monument,masonry,Washington D.C.,1719,US,163,-77.03523254,38.88946915,13977
1975,1,54,463,169,Harbor Point,concrete,Chicago,1539,US,163,-87.61470795,41.88491058,2899
2011,1,48,464,169,Tower 111,concrete,New York City,1641,US,163,-73.98918152,40.74848175,2821
2007,2,55,465,168.8600006,50 Biscayne,concrete,Miami,1632,US,163,-80.18778229,25.77479935,2810
1985,1,52,466,168.8600006,Marriott Marquis Hotel,concrete,Atlanta,1509,US,163,-84.38477325,33.76163101,2814
2008,2,51,467,168.8600006,Quantum on the Bay South Tower,concrete,Miami,1632,US,163,-80.18707275,25.79464912,2815
1999,1,48,468,168.8600006,The Belvedere,concrete,New York City,1641,US,163,-73.9861908,40.74475861,2820
2009,1,55,469,168.7599945,Streeter Place,concrete,Chicago,1539,US,163,-87.61804962,41.89216995,2586
1974,1,53,470,168.5599976,Newberry Plaza,concrete,Chicago,1539,US,163,-87.6288681,41.90156174,2824
1985,1,46,471,168.5599976,Michigan Plaza South,concrete,Chicago,1539,US,163,-87.62348175,41.88600922,2825
1970,1,45,472,168.25,1133 Avenue of the Americas,steel,New York City,1641,US,163,-73.98381042,40.75600052,2834
1984,1,43,473,168,One Sansome Street,steel,San Francisco,1683,US,163,-122.4012375,37.79048157,2915
1927,1,38,474,167.9700012,Pittsfield Building,steel,Chicago,1539,US,163,-87.62567902,41.88304901,2883
1963,1,44,475,167.9499969,Unysys Building,steel,New York City,1641,US,163,-73.97506714,40.74898911,2913
2005,1,43,476,167.9499969,Trump Palace,concrete,Sunny Isles Beach,1686,US,163,-80.12001801,25.94393921,2866
1927,1,42,477,167.9499969,Downtown by Philippe Starck,steel,New York City,1641,US,163,-74.01069641,40.70642853,2874
1974,2,29,478,167.9499969,AT&T Long Lines Building,steel,New York City,1641,US,163,-74.0059967,40.7164917,2928
2013,2,53,480,167.6399994,Hyatt Times Square,concrete,New York City,1641,US,163,-73.98403931,40.75756836,13019
2004,1,51,481,167.6399994,Acqualina Ocean Residences,concrete,Sunny Isles Beach,1686,US,163,-80.12049103,25.94075966,2901
2003,1,51,481,167.6399994,The Biltmore,concrete,New York City,1641,US,163,-73.98693085,40.76050186,2900
1983,1,44,484,167.6399994,WEDGE International Tower,steel,Houston,1593,US,163,-95.36992645,29.75468063,2911
2008,1,43,485,167.6399994,Trump Royale,concrete,Sunny Isles Beach,1686,US,163,-80.12000275,25.94492912,2867
1959,1,42,486,167.6399994,Sheraton Dallas Hotel Central Tower,steel,Dallas,1554,US,163,-96.7947998,32.78511047,2916
1973,1,40,487,167.6399994,KBR Tower,steel,Houston,1593,US,163,-95.37241364,29.75317001,2921
2008,1,35,488,167.6399994,The Tower at 15 Central Park West,concrete,New York City,1641,US,163,-73.98158264,40.7699585,2926
1992,1,35,489,167.3399963,400 West Market,composite,Louisville,1620,US,163,-85.75713348,38.25495148,2938
1971,1,41,492,167.0299988,Bankers Trust West Annex,steel,New York City,1641,US,163,-73.97560883,40.75667191,2964
2015,1,44,495,167,50 United Nations Plaza,concrete,New York City,1641,US,163,-73.96833038,40.75177002,14829
2015,2,49,496,166.5700073,455 North Park Drive ?Loews Chicago Hotel,concrete,Chicago,1539,US,163,-87.619133,41.89007187,14094
1988,1,55,497,166.4199982,The Corinthian,concrete,New York City,1641,US,163,-73.9729538,40.74647141,2967
1973,1,40,498,166.4199982,Wells Fargo Center,steel,Portland,1656,US,163,-122.6793518,45.51433945,2973
1988,1,38,499,166.4199982,San Antonio Marriott Rivercenter,concrete,San Antonio,1678,US,163,-98.48378754,29.42324066,2974
1928,1,44,500,166.1199951,Transportation Building,steel,New York City,1641,US,163,-74.00868225,40.71194839,2970
2009,1,51,501,166,Jade Ocean,concrete,Sunny Isles Beach,1686,US,163,-80.12094879,25.93438911,3008
2002,1,57,502,165.8800049,Park Millennium,concrete,Chicago,1539,US,163,-87.62138367,41.88660049,2998
1975,2,55,503,165.8000031,The Galleria,concrete,New York City,1641,US,163,-73.96974945,40.76176071,2999
1981,1,42,504,165.5099945,Bank of America Fifth Avenue Plaza,steel,Seattle,1680,US,163,-122.3302383,47.60589981,3010
2007,1,56,505,165.5,Opera Tower,concrete,Miami,1632,US,163,-80.18720245,25.79244995,3006
2005,1,51,506,165.5,2 Gold Street,concrete,New York City,1641,US,163,-74.00698853,40.70729065,3007
2013,1,49,507,165.4799957,AMLI River North,concrete,Chicago,1539,US,163,-87.63069153,41.88980103,13165
2003,1,49,508,165.2599945,220 Riverside Boulevard At Trump Place,concrete,New York City,1641,US,163,-73.98744202,40.77954865,3015
1988,1,41,509,165.25,17 State Street,steel,New York City,1641,US,163,-74.01394653,40.70283127,3024
2009,2,50,510,165.1999969,Viceroy,concrete,Miami,1632,US,163,-80.18978119,25.76877975,4271
1973,1,38,511,165.1999969,Grand Central Plaza,steel,New York City,1641,US,163,-73.97590637,40.75009155,3026
2014,1,45,513,165,One Rincon Hill North Tower,steel,San Francisco,1683,US,163,-122.3919907,37.78641891,3047
1926,1,41,514,164.8999939,Ritz Hotel Tower,steel,New York City,1641,US,163,-73.9702301,40.76158905,3092
1960,1,42,516,164.6000061,1285 Avenue of the Americas,steel,New York City,1641,US,163,-73.98014069,40.76102066,3091
1998,1,0,517,164.6000061,"Eiffel Tower, Paris Las Vegas",steel,Las Vegas,1610,US,163,-115.1721191,36.11244965,14040
1912,1,29,518,164.5899963,14 Wall,steel,New York City,1641,US,163,-74.01075745,40.70761871,3097
2009,2,47,519,164.2899933,Mandarin Oriental Hotel Las Vegas,steel/concrete,Las Vegas,1610,US,163,-115.1746902,36.10617828,3099
1992,1,40,520,164.1399994,RBC Plaza,concrete,Minneapolis,1627,US,163,-93.27082825,44.97819138,3102
2008,1,49,521,164,"Vizcayne, North Tower",concrete,Miami,1632,US,163,-80.18842316,25.77699089,3104
2008,1,49,521,164,"Vizcayne, South Tower",concrete,Miami,1632,US,163,-80.18894196,25.77651978,3105
1993,1,35,524,164,Two International Place,steel,Boston,1524,US,163,-71.05174255,42.3563385,3114
1929,1,45,525,163.9799957,Lefcourt Colonial Building,steel,New York City,1641,US,163,-73.97930908,40.75175858,3122
1982,1,38,526,163.9799957,Shaklee Terrace Building,steel,San Francisco,1683,US,163,-122.3988037,37.79182816,3125
2008,1,32,527,163.9799957,RBC Plaza,concrete,Raleigh,1667,US,163,-78.6400528,35.77434921,3118
1990,1,53,528,163.6799927,Tribeca Tower,concrete,New York City,1641,US,163,-74.00595093,40.71580124,3119
2008,2,44,529,163.3800049,Quantum on the Bay North Tower,concrete,Miami,1632,US,163,-80.18766022,25.79478073,3126
1983,1,42,530,163.3800049,U.S. Bancorp Tower,steel,Portland,1656,US,163,-122.6758804,45.52276993,3130
1973,1,41,531,163.3800049,901 Fifth Avenue,steel,Seattle,1680,US,163,-122.3318787,47.60583115,3131
2004,1,48,532,163.0700073,The Pinnacle,concrete,Chicago,1539,US,163,-87.62709045,41.89450836,3138
1934,1,45,533,163.0700073,LaSalle National Bank,steel,Chicago,1539,US,163,-87.63163757,41.87974167,3149
1936,1,42,534,163.0700073,Cathedral of Learning,steel,Pittsburgh,1661,US,163,-79.95316315,40.44430161,3166
1975,1,37,535,163.0700073,Modis Tower,steel,Jacksonville,1604,US,163,-81.65886688,30.32585907,3171
1986,1,41,537,162.7599945,Ernst & Young Plaza,steel,Los Angeles,1611,US,163,-118.2609329,34.04925919,3178
2015,1,40,538,162.5,2929 Weslayan,concrete,Houston,1593,US,163,-95.44116974,29.73866081,15113
1969,1,41,540,162.4600067,1700 Broadway,steel,New York City,1641,US,163,-73.98226929,40.76358032,3190
1982,1,38,541,162.4600067,One America Tower,steel,Indianapolis,1600,US,163,-86.16036224,39.77038956,3193
2008,1,55,542,162.1600037,Trump Plaza Residences,concrete,Jersey City,1605,US,163,-74.03656769,40.71974182,3197
